DATE,WITHDRAWAL_AMT,DEPOSIT_AMT
29-Jun-17,," 10,00,000.00 "
05-Jul-17,," 10,00,000.00 "
18-Jul-17,," 5,00,000.00 "
01-Aug-17,," 30,00,000.00 "
16-Aug-17,," 5,00,000.00 "
16-Aug-17,," 5,00,000.00 "
16-Aug-17,," 5,00,000.00 "
16-Aug-17,," 5,00,000.00 "
16-Aug-17,," 5,00,000.00 "
16-Aug-17,," 5,00,000.00 "
16-Aug-17," 1,33,900.00 ",
16-Aug-17," 18,000.00 ",
16-Aug-17," 5,000.00 ",
16-Aug-17," 1,95,800.00 ",
16-Aug-17," 81,600.00 ",
16-Aug-17," 41,800.00 ",
16-Aug-17," 98,500.00 ",
16-Aug-17," 1,43,800.00 ",
16-Aug-17," 3,31,650.00 ",
16-Aug-17," 1,29,000.00 ",
16-Aug-17," 2,30,013.00 ",
16-Aug-17," 3,67,900.00 ",
16-Aug-17," 1,08,000.00 ",
16-Aug-17," 64,800.00 ",
16-Aug-17," 1,41,000.00 ",
16-Aug-17," 61,750.00 ",
16-Aug-17," 67,920.00 ",
16-Aug-17," 78,100.00 ",
16-Aug-17," 35,650.00 ",
16-Aug-17," 2,06,000.00 ",
16-Aug-17," 35,300.00 ",
16-Aug-17," 49,800.00 ",
16-Aug-17," 53,000.00 ",
16-Aug-17," 91,300.00 ",
16-Aug-17," 57,499.00 ",
16-Aug-17," 20,000.00 ",
16-Aug-17," 19,400.00 ",
06-Sep-17," 40,500.00 ",
06-Sep-17," 2,42,300.00 ",
06-Sep-17," 90,100.00 ",
06-Sep-17," 1,13,250.00 ",
06-Sep-17," 12,500.00 ",
06-Sep-17," 40,000.00 ",
06-Sep-17," 2,06,900.00 ",
06-Sep-17," 2,76,000.00 ",
06-Sep-17," 1,71,000.00 ",
06-Sep-17," 40,100.00 ",
06-Sep-17," 1,89,800.00 ",
06-Sep-17," 55,800.00 ",
06-Sep-17," 95,400.00 ",
06-Sep-17," 2,71,323.00 ",
06-Sep-17," 2,00,600.00 ",
06-Sep-17," 1,76,900.00 ",
06-Sep-17," 1,50,050.00 ",
06-Sep-17," 82,500.00 ",
06-Sep-17," 14,800.00 ",
06-Sep-17," 1,50,600.00 ",
06-Sep-17," 2,03,325.00 ",
06-Sep-17," 1,23,900.00 ",
06-Sep-17," 33,863.00 ",
06-Sep-17," 32,000.00 ",
06-Sep-17," 8,299.00 ",
06-Sep-17," 52,219.00 ",
06-Sep-17," 96,450.00 ",
06-Sep-17," 1,39,863.00 ",
06-Sep-17," 52,723.00 ",
25-Sep-17," 77,251.00 ",
25-Sep-17," 20,000.00 ",
25-Sep-17," 10,000.00 ",
25-Sep-17," 1,03,600.00 ",
25-Sep-17," 71,000.00 ",
25-Sep-17," 1,29,400.00 ",
25-Sep-17," 2,90,163.00 ",
25-Sep-17," 34,300.00 ",
25-Sep-17," 49,800.00 ",
25-Sep-17," 44,800.00 ",
25-Sep-17," 1,51,550.00 ",
25-Sep-17," 3,10,399.00 ",
25-Sep-17," 2,71,401.00 ",
25-Sep-17," 2,75,449.00 ",
25-Sep-17," 51,502.00 ",
25-Sep-17," 36,650.00 ",
25-Sep-17," 99,600.00 ",
25-Sep-17,," 5,00,000.00 "
25-Sep-17,," 5,00,000.00 "
25-Sep-17,," 5,00,000.00 "
25-Sep-17,," 5,00,000.00 "
25-Sep-17,," 5,00,000.00 "
26-Sep-17," 4,11,763.00 ",
26-Sep-17," 3,55,138.00 ",
26-Sep-17," 88,656.00 ",
26-Sep-17," 14,800.00 ",
26-Sep-17," 27,000.00 ",
26-Sep-17," 42,850.00 ",
26-Sep-17," 39,925.00 ",
26-Sep-17," 2,02,106.00 ",
27-Sep-17," 1,69,802.00 ",
28-Sep-17," 2,00,570.00 ",
03-Oct-17," 12,106.00 ",
03-Oct-17," 12,611.00 ",
03-Oct-17," 9,375.00 ",
04-Oct-17," 1,25,200.00 ",
05-Oct-17," 61,400.00 ",
06-Oct-17," 1,43,700.00 ",
16-Oct-17,," 5,00,000.00 "
16-Oct-17,," 5,00,000.00 "
16-Oct-17,," 5,00,000.00 "
17-Oct-17," 6,000.00 ",
17-Oct-17," 97,950.00 ",
17-Oct-17," 33,000.00 ",
17-Oct-17," 3,29,300.00 ",
17-Oct-17," 18,000.00 ",
17-Oct-17," 1,13,400.00 ",
17-Oct-17," 2,62,226.00 ",
17-Oct-17," 3,18,750.00 ",
17-Oct-17," 65,549.00 ",
18-Oct-17," 2,06,501.00 ",
21-Oct-17,," 5,00,000.00 "
21-Oct-17," 85,000.00 ",
21-Oct-17," 76,389.00 ",
21-Oct-17," 62,725.00 ",
23-Oct-17," 39,000.00 ",
23-Oct-17," 9,600.00 ",
24-Oct-17," 1,23,260.00 ",
25-Oct-17," 3,69,803.00 ",
26-Oct-17," 1,70,125.00 ",
26-Oct-17,," 5,00,000.00 "
27-Oct-17," 2,08,000.00 ",
30-Oct-17,," 5,00,000.00 "
30-Oct-17," 2,91,150.00 ",
30-Oct-17," 24,000.00 ",
31-Oct-17," 1,41,546.00 ",
01-Nov-17," 80,000.00 ",
02-Nov-17," 46,250.00 ",
03-Nov-17," 42,825.00 ",
06-Nov-17," 1,79,463.00 ",
06-Nov-17," 18,949.00 ",
06-Nov-17," 91,441.00 ",
07-Nov-17," 1,47,750.00 ",
08-Nov-17,," 5,00,000.00 "
08-Nov-17,," 5,00,000.00 "
08-Nov-17," 1,10,188.00 ",
09-Nov-17," 61,870.00 ",
10-Nov-17," 84,101.00 ",
14-Nov-17," 1,29,700.00 ",
14-Nov-17," 7,499.00 ",
14-Nov-17," 80,100.00 ",
14-Nov-17," 1,43,850.00 ",
15-Nov-17," 2,89,500.00 ",
17-Nov-17,," 5,00,000.00 "
17-Nov-17,," 5,00,000.00 "
17-Nov-17," 94,900.00 ",
17-Nov-17," 2,24,851.00 ",
18-Nov-17," 2,84,953.00 ",
20-Nov-17," 1,15,150.00 ",
20-Nov-17," 40,000.00 ",
21-Nov-17,," 5,00,000.00 "
21-Nov-17," 1,45,900.00 ",
22-Nov-17," 83,251.00 ",
23-Nov-17," 1,92,200.00 ",
24-Nov-17," 74,799.00 ",
27-Nov-17,," 5,00,000.00 "
27-Nov-17," 19,400.00 ",
27-Nov-17," 39,700.00 ",
27-Nov-17," 42,800.00 ",
28-Nov-17," 1,00,402.00 ",
29-Nov-17," 1,01,500.00 ",
30-Nov-17," 36,961.00 ",
02-Dec-17," 67,850.00 ",
02-Dec-17," 19,800.00 ",
04-Dec-17," 10,000.00 ",
04-Dec-17," 24,500.00 ",
05-Dec-17," 41,700.00 ",
06-Dec-17,," 5,00,000.00 "
06-Dec-17," 2,18,050.00 ",
07-Dec-17," 1,86,400.00 ",
08-Dec-17," 1,71,330.00 ",
11-Dec-17," 34,400.00 ",
11-Dec-17," 51,199.00 ",
11-Dec-17," 1,59,150.00 ",
12-Dec-17,," 5,00,000.00 "
12-Dec-17,," 5,00,000.00 "
13-Dec-17," 2,06,075.00 ",
13-Dec-17," 1,42,000.00 ",
14-Dec-17," 3,50,350.00 ",
15-Dec-17," 3,43,900.00 ",
18-Dec-17,," 5,00,000.00 "
18-Dec-17,," 5,00,000.00 "
18-Dec-17," 2,10,500.00 ",
18-Dec-17," 1,39,500.00 ",
18-Dec-17," 92,550.00 ",
19-Dec-17,," 5,00,000.00 "
19-Dec-17,," 5,00,000.00 "
19-Dec-17," 6,54,498.00 ",
20-Dec-17," 5,04,450.00 ",
20-Dec-17,," 5,00,000.00 "
21-Dec-17," 5,61,225.00 ",
21-Dec-17,," 5,00,000.00 "
21-Dec-17,," 5,00,000.00 "
22-Dec-17," 1,46,050.00 ",
26-Dec-17," 1,00,300.00 ",
26-Dec-17," 62,425.00 ",
26-Dec-17," 3,65,300.00 ",
26-Dec-17," 23,550.00 ",
27-Dec-17,," 5,00,000.00 "
27-Dec-17," 2,59,525.00 ",
28-Dec-17," 3,83,110.00 ",
29-Dec-17," 1,38,150.00 ",
29-Dec-17,," 5,00,000.00 "
30-Dec-17," 2,85,399.00 ",
01-Jan-18," 14,000.00 ",
01-Jan-18," 54,250.00 ",
02-Jan-18," 1,47,500.00 ",
03-Jan-18,," 5,00,000.00 "
03-Jan-18," 3,23,500.00 ",
04-Jan-18," 1,80,300.00 ",
05-Jan-18,," 5,00,000.00 "
05-Jan-18,," 5,00,000.00 "
05-Jan-18," 2,22,800.00 ",
06-Jan-18," 1,45,450.00 ",
09-Jan-18," 1,82,000.00 ",
09-Jan-18," 2,05,075.00 ",
09-Jan-18," 1,70,500.00 ",
09-Jan-18,," 5,00,000.00 "
10-Jan-18," 4,95,252.00 ",
11-Jan-18," 2,56,600.00 ",
12-Jan-18,," 5,00,000.00 "
12-Jan-18,," 5,00,000.00 "
12-Jan-18,," 5,00,000.00 "
12-Jan-18,," 5,00,000.00 "
15-Jan-18," 5,000.00 ",
15-Jan-18," 3,48,200.00 ",
15-Jan-18," 1,12,900.00 ",
15-Jan-18," 3,92,251.00 ",
16-Jan-18," 4,12,300.00 ",
17-Jan-18," 5,18,375.00 ",
20-Jan-18," 2,96,450.00 ",
22-Jan-18,," 5,00,000.00 "
22-Jan-18,," 5,00,000.00 "
23-Jan-18," 2,74,600.00 ",
23-Jan-18," 1,59,725.00 ",
23-Jan-18," 69,000.00 ",
23-Jan-18," 2,44,350.00 ",
24-Jan-18," 2,24,800.00 ",
29-Jan-18,," 5,00,000.00 "
29-Jan-18,," 5,00,000.00 "
29-Jan-18,," 5,00,000.00 "
29-Jan-18," 1,35,050.00 ",
29-Jan-18," 31,300.00 ",
29-Jan-18," 20,500.00 ",
29-Jan-18," 5,500.00 ",
29-Jan-18," 2,04,900.00 ",
29-Jan-18," 5,63,250.00 ",
30-Jan-18," 2,07,100.00 ",
31-Jan-18," 1,38,250.00 ",
01-Feb-18," 1,96,150.00 ",
02-Feb-18,," 5,00,000.00 "
02-Feb-18,," 5,00,000.00 "
02-Feb-18,," 5,00,000.00 "
03-Feb-18," 1,19,675.00 ",
03-Feb-18," 1,37,775.00 ",
07-Feb-18," 61,500.00 ",
07-Feb-18," 1,38,350.00 ",
07-Feb-18," 2,39,400.00 ",
08-Feb-18,," 5,00,000.00 "
08-Feb-18,," 5,00,000.00 "
09-Feb-18," 2,71,124.00 ",
09-Feb-18," 3,00,799.00 ",
16-Feb-18," 3,34,900.00 ",
16-Feb-18," 68,250.00 ",
16-Feb-18," 3,07,125.00 ",
16-Feb-18," 4,75,300.00 ",
16-Feb-18,," 5,00,000.00 "
16-Feb-18,," 5,00,000.00 "
16-Feb-18,," 5,00,000.00 "
17-Feb-18," 5,94,328.00 ",
17-Feb-18," 3,87,100.00 ",
19-Feb-18,," 5,00,000.00 "
21-Feb-18," 7,10,800.00 ",
21-Feb-18," 3,85,400.00 ",
22-Feb-18,," 5,00,000.00 "
22-Feb-18,," 5,00,000.00 "
22-Feb-18," 79,350.00 ",
22-Feb-18," 3,85,200.00 ",
22-Feb-18," 2,99,950.00 ",
22-Feb-18,," 5,00,000.00 "
23-Feb-18,," 5,00,000.00 "
26-Feb-18," 2,73,500.00 ",
26-Feb-18," 2,37,500.00 ",
26-Feb-18," 2,77,753.00 ",
26-Feb-18," 70,300.00 ",
26-Feb-18," 62,400.00 ",
26-Feb-18,," 5,00,000.00 "
26-Feb-18,," 5,00,000.00 "
27-Feb-18," 1,03,300.00 ",
28-Feb-18," 1,82,450.00 ",
01-Mar-18,," 5,00,000.00 "
01-Mar-18,," 5,00,000.00 "
05-Mar-18," 1,55,500.00 ",
07-Mar-18," 2,44,350.00 ",
07-Mar-18," 2,02,799.00 ",
07-Mar-18," 1,55,500.00 ",
07-Mar-18," 1,53,300.00 ",
07-Mar-18," 3,50,150.00 ",
08-Mar-18," 3,71,900.00 ",
09-Mar-18," 3,45,930.00 ",
09-Mar-18,," 5,00,000.00 "
09-Mar-18,," 5,00,000.00 "
12-Mar-18," 3,90,850.00 ",
12-Mar-18," 85,800.00 ",
12-Mar-18," 45,000.00 ",
12-Mar-18,," 5,00,000.00 "
12-Mar-18,," 5,00,000.00 "
13-Mar-18," 5,77,493.00 ",
14-Mar-18," 5,56,224.00 ",
14-Mar-18,," 5,00,000.00 "
14-Mar-18,," 5,00,000.00 "
15-Mar-18," 4,25,700.00 ",
16-Mar-18," 2,13,463.00 ",
16-Mar-18,," 5,00,000.00 "
17-Mar-18," 1,99,983.00 ",
19-Mar-18," 2,30,510.00 ",
19-Mar-18," 10,000.00 ",
20-Mar-18," 3,35,250.00 ",
20-Mar-18,," 5,00,000.00 "
20-Mar-18,," 1,320.00 "
20-Mar-18,," 1,55,500.00 "
20-Mar-18,," 2,02,799.00 "
20-Mar-18," 2,00,799.00 ",
22-Mar-18," 4,34,450.00 ",
22-Mar-18," 2,92,175.00 ",
22-Mar-18,," 5,00,000.00 "
22-Mar-18,," 5,00,000.00 "
23-Mar-18," 3,01,200.00 ",
23-Mar-18,," 5,00,000.00 "
26-Mar-18," 2,18,975.00 ",
26-Mar-18," 44,800.00 ",
26-Mar-18," 12,000.00 ",
27-Mar-18," 2,59,150.00 ",
28-Mar-18," 1,39,650.00 ",
31-Mar-18," 1,64,600.00 ",
31-Mar-18," 81,675.00 ",
31-Mar-18," 85,750.00 ",
31-Mar-18,," 5,00,000.00 "
05-Apr-18,," 5,00,000.00 "
05-Apr-18,," 5,00,000.00 "
06-Apr-18," 1,50,950.00 ",
06-Apr-18," 20,000.00 ",
06-Apr-18," 26,400.00 ",
06-Apr-18," 1,09,650.00 ",
06-Apr-18," 3,18,100.00 ",
06-Apr-18," 3,09,200.00 ",
07-Apr-18," 3,03,600.00 ",
09-Apr-18," 48,800.00 ",
09-Apr-18,," 5,00,000.00 "
10-Apr-18," 3,05,950.00 ",
11-Apr-18,," 5,00,000.00 "
11-Apr-18," 1,62,600.00 ",
12-Apr-18," 6,39,700.00 ",
12-Apr-18,," 5,00,000.00 "
13-Apr-18," 3,63,900.00 ",
13-Apr-18,," 5,00,000.00 "
13-Apr-18,," 5,00,000.00 "
16-Apr-18," 3,47,950.00 ",
16-Apr-18," 76,900.00 ",
16-Apr-18," 48,000.00 ",
17-Apr-18," 5,55,650.00 ",
18-Apr-18,," 5,00,000.00 "
18-Apr-18," 5,74,150.00 ",
19-Apr-18," 3,88,550.00 ",
19-Apr-18,," 5,00,000.00 "
20-Apr-18," 2,76,300.00 ",
21-Apr-18," 1,67,591.00 ",
21-Apr-18,," 5,00,000.00 "
21-Apr-18,," 5,00,000.00 "
25-Apr-18," 2,42,700.00 ",
25-Apr-18," 92,900.00 ",
25-Apr-18," 3,15,750.00 ",
25-Apr-18," 3,77,300.00 ",
26-Apr-18,," 5,00,000.00 "
26-Apr-18,," 5,00,000.00 "
27-Apr-18," 4,14,276.00 ",
27-Apr-18," 3,51,100.00 ",
27-Apr-18,," 5,00,000.00 "
01-May-18,," 5,00,000.00 "
02-May-18," 2,29,949.00 ",
02-May-18," 1,60,300.00 ",
02-May-18," 76,000.00 ",
02-May-18," 60,449.00 ",
02-May-18," 2,59,075.00 ",
02-May-18,," 5,00,000.00 "
03-May-18," 2,06,700.00 ",
03-May-18,," 5,00,000.00 "
04-May-18," 2,37,000.00 ",
05-May-18," 2,72,000.00 ",
07-May-18," 3,87,749.00 ",
07-May-18," 1,01,050.00 ",
07-May-18,," 5,00,000.00 "
08-May-18," 3,92,900.00 ",
09-May-18," 2,90,350.00 ",
09-May-18,," 5,00,000.00 "
09-May-18,," 5,00,000.00 "
10-May-18," 3,65,625.00 ",
11-May-18," 3,52,850.00 ",
11-May-18,," 5,00,000.00 "
14-May-18," 3,45,749.00 ",
14-May-18," 2,25,300.00 ",
14-May-18," 10,000.00 ",
14-May-18,," 5,00,000.00 "
15-May-18," 8,23,240.00 ",
15-May-18,," 5,00,000.00 "
15-May-18,," 5,00,000.00 "
16-May-18," 7,85,049.00 ",
17-May-18,," 5,00,000.00 "
17-May-18," 4,03,100.00 ",
17-May-18,," 5,00,000.00 "
18-May-18," 4,59,800.00 ",
18-May-18,," 5,00,000.00 "
19-May-18," 3,73,850.00 ",
21-May-18," 2,65,500.00 ",
21-May-18," 25,700.00 ",
21-May-18,," 5,00,000.00 "
22-May-18," 3,76,125.00 ",
22-May-18,," 5,00,000.00 "
23-May-18," 2,65,250.00 ",
24-May-18," 1,19,100.00 ",
24-May-18,," 5,00,000.00 "
25-May-18," 93,350.00 ",
28-May-18," 2,01,000.00 ",
28-May-18," 80,475.00 ",
28-May-18," 27,200.00 ",
28-May-18,," 5,00,000.00 "
29-May-18," 3,64,100.00 ",
30-May-18," 3,41,200.00 ",
30-May-18,," 5,00,000.00 "
31-May-18," 2,34,600.00 ",
01-Jun-18,," 5,00,000.00 "
01-Jun-18," 78,000.00 ",
02-Jun-18," 3,53,500.00 ",
04-Jun-18,," 5,00,000.00 "
04-Jun-18," 4,02,850.00 ",
05-Jun-18," 5,78,750.00 ",
06-Jun-18," 2,51,200.00 ",
06-Jun-18,," 5,00,000.00 "
06-Jun-18,," 5,00,000.00 "
07-Jun-18," 2,17,075.00 ",
08-Jun-18," 4,91,005.00 ",
11-Jun-18,," 5,00,000.00 "
11-Jun-18,," 5,00,000.00 "
11-Jun-18," 6,26,600.00 ",
11-Jun-18," 3,40,074.00 ",
11-Jun-18," 24,176.00 ",
12-Jun-18,," 5,00,000.00 "
12-Jun-18,," 5,00,000.00 "
12-Jun-18," 7,93,251.00 ",
13-Jun-18,," 5,00,000.00 "
13-Jun-18," 7,17,850.00 ",
13-Jun-18," 32,000.00 ",
13-Jun-18,," 5,00,000.00 "
14-Jun-18,," 10,00,000.00 "
14-Jun-18," 5,33,800.00 ",
15-Jun-18," 5,59,730.00 ",
15-Jun-18,," 10,00,000.00 "
18-Jun-18," 52,250.00 ",
18-Jun-18," 1,40,750.00 ",
18-Jun-18," 3,25,200.00 ",
19-Jun-18,," 5,00,000.00 "
19-Jun-18," 7,09,200.00 ",
20-Jun-18,," 5,00,000.00 "
20-Jun-18," 6,89,650.00 ",
21-Jun-18,," 5,00,000.00 "
21-Jun-18," 3,86,200.00 ",
22-Jun-18," 4,34,905.00 ",
22-Jun-18,," 10,00,000.00 "
25-Jun-18," 6,050.00 ",
25-Jun-18," 1,15,051.00 ",
25-Jun-18," 2,42,750.00 ",
25-Jun-18,," 5,00,000.00 "
26-Jun-18," 2,61,438.00 ",
27-Jun-18," 5,28,175.00 ",
28-Jun-18,," 5,00,000.00 "
28-Jun-18," 2,640.00 ",
28-Jun-18," 3,44,750.00 ",
29-Jun-18," 2,160.00 ",
29-Jun-18," 4,10,181.00 ",
29-Jun-18,," 5,00,000.00 "
30-Jun-18," 1,320.00 ",
30-Jun-18," 1,76,050.00 ",
02-Jul-18,," 5,00,000.00 "
02-Jul-18, 960.00 ,
02-Jul-18," 2,00,250.00 ",
02-Jul-18, 120.00 ,
02-Jul-18," 10,000.00 ",
04-Jul-18," 2,280.00 ",
04-Jul-18," 2,82,208.00 ",
04-Jul-18,," 5,00,000.00 "
04-Jul-18," 2,280.00 ",
04-Jul-18," 3,23,700.00 ",
05-Jul-18," 3,840.00 ",
05-Jul-18," 5,28,300.00 ",
06-Jul-18," 2,520.00 ",
06-Jul-18," 4,31,899.00 ",
06-Jul-18,," 5,00,000.00 "
07-Jul-18," 2,640.00 ",
07-Jul-18," 2,95,000.00 ",
07-Jul-18,," 5,00,000.00 "
09-Jul-18, 120.00 ,
09-Jul-18," 30,700.00 ",
09-Jul-18," 1,200.00 ",
09-Jul-18," 2,13,225.00 ",
09-Jul-18,," 5,00,000.00 "
10-Jul-18," 4,800.00 ",
10-Jul-18," 8,09,926.00 ",
10-Jul-18,," 5,00,000.00 "
11-Jul-18," 2,640.00 ",
11-Jul-18," 4,35,225.00 ",
11-Jul-18,," 5,00,000.00 "
12-Jul-18,," 5,00,000.00 "
12-Jul-18," 4,560.00 ",
12-Jul-18," 8,28,988.00 ",
12-Jul-18,," 5,00,000.00 "
13-Jul-18," 3,120.00 ",
13-Jul-18," 4,47,455.00 ",
13-Jul-18,," 5,00,000.00 "
13-Jul-18,," 2,00,000.00 "
16-Jul-18, 360.00 ,
16-Jul-18," 69,800.00 ",
16-Jul-18, 840.00 ,
16-Jul-18," 1,21,300.00 ",
16-Jul-18," 3,000.00 ",
16-Jul-18," 5,05,300.00 ",
17-Jul-18,," 2,00,000.00 "
17-Jul-18,," 5,00,000.00 "
17-Jul-18," 4,080.00 ",
17-Jul-18," 7,17,000.00 ",
17-Jul-18,," 2,00,000.00 "
17-Jul-18,," 2,00,000.00 "
18-Jul-18," 3,960.00 ",
18-Jul-18," 5,81,900.00 ",
18-Jul-18,," 2,00,000.00 "
18-Jul-18,," 2,00,000.00 "
18-Jul-18,," 2,00,000.00 "
18-Jul-18,," 2,00,000.00 "
19-Jul-18,," 2,00,000.00 "
19-Jul-18,," 2,00,000.00 "
19-Jul-18," 3,600.00 ",
19-Jul-18," 6,63,350.00 ",
20-Jul-18," 1,440.00 ",
20-Jul-18," 1,35,800.00 ",
20-Jul-18,," 3,00,000.00 "
21-Jul-18," 3,600.00 ",
21-Jul-18," 7,12,099.00 ",
21-Jul-18,," 10,00,000.00 "
23-Jul-18,," 3,00,000.00 "
23-Jul-18, 840.00 ,
23-Jul-18," 1,45,400.00 ",
23-Jul-18," 1,920.00 ",
23-Jul-18," 2,40,535.00 ",
24-Jul-18," 3,840.00 ",
24-Jul-18," 6,10,100.00 ",
25-Jul-18,," 5,00,000.00 "
25-Jul-18," 3,360.00 ",
25-Jul-18," 5,18,500.00 ",
25-Jul-18,," 3,00,000.00 "
25-Jul-18,," 3,00,000.00 "
26-Jul-18," 3,240.00 ",
26-Jul-18," 4,42,250.00 ",
26-Jul-18,," 3,00,000.00 "
27-Jul-18," 3,240.00 ",
27-Jul-18," 3,89,600.00 ",
27-Jul-18,," 10,00,000.00 "
30-Jul-18," 2,760.00 ",
30-Jul-18," 4,57,875.00 ",
30-Jul-18, 600.00 ,
30-Jul-18," 66,800.00 ",
31-Jul-18," 2,280.00 ",
31-Jul-18," 3,41,400.00 ",
31-Jul-18,," 3,00,000.00 "
01-Aug-18," 2,760.00 ",
01-Aug-18," 3,72,350.00 ",
01-Aug-18,," 3,00,000.00 "
02-Aug-18," 1,080.00 ",
02-Aug-18," 1,45,500.00 ",
02-Aug-18,," 3,00,000.00 "
03-Aug-18, 840.00 ,
03-Aug-18," 1,10,550.00 ",
04-Aug-18," 1,200.00 ",
04-Aug-18," 2,20,801.00 ",
06-Aug-18," 1,560.00 ",
06-Aug-18," 2,69,850.00 ",
06-Aug-18, 240.00 ,
06-Aug-18," 17,500.00 ",
07-Aug-18,," 5,00,000.00 "
07-Aug-18," 3,720.00 ",
07-Aug-18," 4,57,050.00 ",
07-Aug-18,," 3,00,000.00 "
07-Aug-18,," 3,00,000.00 "
08-Aug-18," 3,840.00 ",
08-Aug-18," 6,62,025.00 ",
08-Aug-18,," 5,00,000.00 "
09-Aug-18," 3,480.00 ",
09-Aug-18," 5,56,450.00 ",
09-Aug-18,," 5,00,000.00 "
10-Aug-18," 2,280.00 ",
10-Aug-18," 3,36,850.00 ",
10-Aug-18,," 10,00,000.00 "
13-Aug-18," 2,520.00 ",
13-Aug-18," 3,51,200.00 ",
13-Aug-18," 1,320.00 ",
13-Aug-18," 2,00,700.00 ",
13-Aug-18, 840.00 ,
13-Aug-18," 1,16,260.00 ",
14-Aug-18," 3,480.00 ",
14-Aug-18," 5,17,655.00 ",
14-Aug-18,," 10,00,000.00 "
16-Aug-18," 3,600.00 ",
16-Aug-18," 5,61,995.00 ",
16-Aug-18," 1,320.00 ",
16-Aug-18," 2,12,000.00 ",
16-Aug-18,," 5,00,000.00 "
17-Aug-18," 4,440.00 ",
17-Aug-18," 7,55,505.00 ",
17-Aug-18,," 4,00,000.00 "
18-Aug-18," 3,960.00 ",
18-Aug-18," 6,15,328.00 ",
18-Aug-18,," 5,00,000.00 "
18-Aug-18,," 5,00,000.00 "
20-Aug-18," 1,920.00 ",
20-Aug-18," 2,62,900.00 ",
20-Aug-18, 360.00 ,
20-Aug-18," 18,000.00 ",
21-Aug-18,," 4,00,000.00 "
21-Aug-18," 4,200.00 ",
21-Aug-18," 5,54,751.00 ",
23-Aug-18,," 4,00,000.00 "
23-Aug-18,," 4,00,000.00 "
23-Aug-18," 5,280.00 ",
23-Aug-18," 9,12,000.00 ",
23-Aug-18," 1,800.00 ",
23-Aug-18," 3,35,601.00 ",
23-Aug-18,," 4,00,000.00 "
24-Aug-18," 2,400.00 ",
24-Aug-18," 3,38,131.00 ",
24-Aug-18,," 4,00,000.00 "
24-Aug-18,," 4,00,000.00 "
27-Aug-18," 1,560.00 ",
27-Aug-18," 2,30,300.00 ",
27-Aug-18, 720.00 ,
27-Aug-18," 71,080.00 ",
27-Aug-18,," 4,00,000.00 "
28-Aug-18," 4,320.00 ",
28-Aug-18," 5,18,401.00 ",
28-Aug-18,," 4,00,000.00 "
29-Aug-18," 2,160.00 ",
29-Aug-18," 2,54,584.00 ",
29-Aug-18,," 4,00,000.00 "
30-Aug-18," 2,760.00 ",
30-Aug-18," 3,50,585.00 ",
31-Aug-18," 2,280.00 ",
31-Aug-18," 3,60,425.00 ",
31-Aug-18,," 5,00,000.00 "
01-Sep-18," 3,000.00 ",
01-Sep-18," 4,14,101.00 ",
01-Sep-18,," 5,00,000.00 "
03-Sep-18," 1,440.00 ",
03-Sep-18," 2,36,300.00 ",
03-Sep-18, 120.00 ,
03-Sep-18," 9,800.00 ",
04-Sep-18," 1,920.00 ",
04-Sep-18," 2,28,025.00 ",
04-Sep-18,," 5,00,000.00 "
05-Sep-18," 2,880.00 ",
05-Sep-18," 3,68,300.00 ",
06-Sep-18," 2,880.00 ",
06-Sep-18," 4,06,628.00 ",
06-Sep-18,," 5,00,000.00 "
07-Sep-18," 2,760.00 ",
07-Sep-18," 3,77,198.00 ",
10-Sep-18,," 5,00,000.00 "
10-Sep-18," 3,240.00 ",
10-Sep-18," 4,41,750.00 ",
10-Sep-18," 2,040.00 ",
10-Sep-18," 2,74,751.00 ",
10-Sep-18, 360.00 ,
10-Sep-18," 61,600.00 ",
10-Sep-18,," 5,00,000.00 "
10-Sep-18,," 5,00,000.00 "
11-Sep-18," 4,200.00 ",
11-Sep-18," 5,37,776.00 ",
12-Sep-18,," 10,00,000.00 "
12-Sep-18," 5,160.00 ",
12-Sep-18," 7,76,577.00 ",
14-Sep-18," 1,800.00 ",
14-Sep-18," 2,52,025.00 ",
14-Sep-18," 2,520.00 ",
14-Sep-18," 3,95,501.00 ",
14-Sep-18,," 10,00,000.00 "
15-Sep-18," 3,720.00 ",
15-Sep-18," 5,43,351.00 ",
17-Sep-18,," 5,00,000.00 "
17-Sep-18,," 5,00,000.00 "
17-Sep-18," 1,200.00 ",
17-Sep-18," 2,23,150.00 ",
17-Sep-18, 120.00 ,
17-Sep-18," 12,500.00 ",
18-Sep-18," 3,960.00 ",
18-Sep-18," 5,46,674.00 ",
19-Sep-18," 3,720.00 ",
19-Sep-18," 5,33,052.00 ",
20-Sep-18,," 5,00,000.00 "
21-Sep-18," 2,640.00 ",
21-Sep-18," 4,97,477.00 ",
24-Sep-18,," 5,00,000.00 "
24-Sep-18,," 5,00,000.00 "
24-Sep-18," 3,120.00 ",
24-Sep-18," 5,03,006.00 ",
24-Sep-18," 1,800.00 ",
24-Sep-18," 2,55,052.00 ",
24-Sep-18, 600.00 ,
24-Sep-18," 78,250.00 ",
24-Sep-18, 120.00 ,
24-Sep-18," 6,250.00 ",
24-Sep-18,," 5,00,000.00 "
25-Sep-18," 2,280.00 ",
25-Sep-18," 3,45,725.00 ",
26-Sep-18,," 5,00,000.00 "
26-Sep-18," 2,520.00 ",
26-Sep-18," 4,07,252.00 ",
